p_value,win_rate,avg_guesses,total_games,total_states,avg_states_per_word
0.3,21.740445588388962,10.269195444020966,181827,1867217,10.269195444020966
0.4,40.88501707667178,10.607000060497066,181827,1928639,10.607000060497066
0.5,62.87735044850324,10.600273886716494,181827,1927416,10.600273886716494
0.6,82.07746924274173,10.233749663141337,181827,1860772,10.233749663141337
0.7,94.27587761993543,9.5765755360865,181827,1741280,9.5765755360865
0.9,99.97690112029566,8.043189405313843,181827,1462469,8.043189405313843
